id;image_path;path;name;enabled;admin_created_id;admin_updated_id;created_at;updated_at;deleted_at
1;ldkejfgCaGup.png;bta.blade.php;bta;"0";1;;2021-09-09 19:45:15;2021-09-09 19:45:15;
